Handle,Title,Option1 Name,Option1 Value,Variant SKU,Variant Price,Image Src,Image Command
banqueta-terraza-net-senape-nardi,Banca Terraza Net Senape Nardi,Title,Default Title,VC649,212300.0,https://vicca.cl/media/catalog/product/b/a/banca_terraza_net_senape_1_vicca_1_1-min.jpg,MERGE
banqueta-terraza-net-grafito-nardi,Banca Terraza Net Grafito Nardi,Title,Default Title,VC650,212300.0,https://vicca.cl/media/catalog/product/b/a/banca_terraza_net_grafito_vicca-min.jpg,MERGE
banqueta-terraza-net-tortora-nardi,Banca Terraza Net Tortora Nardi,Title,Default Title,VC651,212300.0,https://vicca.cl/media/catalog/product/b/a/banca_terraza_net_tortora_vicca.jpg,MERGE
banqueta-terraza-net-salice-nardi,Banca Terraza Net Salice Nardi,Title,Default Title,VC652,212300.0,https://vicca.cl/media/catalog/product/b/a/banca_terraza_net_salice_vicca.jpg,MERGE
sillon-net-relax-grafito-nardi,Sillon Net Relax Nardi,Title,Default Title,VC653,135200.0,https://vicca.cl/media/catalog/product/b/a/banca_net_relax_grafito_vicca_nardi.jpg,MERGE
silla-brizza,Silla Brizza respaldo alto,Title,Default Title,VC662,161000.0,https://vicca.cl/media/catalog/product/s/i/silla-brizza1-1.jpg,MERGE
silla-ergosit,Silla Ergo Sit ,Title,Default Title,VC663,486610.0,https://vicca.cl/media/catalog/product/e/r/ergosit3.jpg,MERGE
banqueta-nik,Banqueta Nik ,Title,Default Title,VC664,353000.0,https://vicca.cl/media/catalog/product/m/i/min_nik_panca_59784f8780994.jpg,MERGE
silla-nik-tapizada,Silla Nik Tapizada,Title,Default Title,VC665,99900.0,https://vicca.cl/media/catalog/product/n/i/nik_pg2a.jpg,MERGE
silla-morfeo,Silla Morfeo,Title,Default Title,VC668,197800.0,https://vicca.cl/media/catalog/product/m/o/morfeo-2.jpg,MERGE
silla-roma-roma,Silla Roma,Title,Default Title,VC666,177000.0,https://vicca.cl/media/catalog/product/r/o/roma-2.jpg,MERGE
silla-soporte-pantalla-gris,Soporte Pantalla Atlas I,Title,Default Title,VC669,46500.0,https://vicca.cl/media/catalog/product/o/l/ol-1_silver__2_.jpg,MERGE
silla-soporte-pantalla-doble-gris,Soporte Pantalla Atlas II,Title,Default Title,VC670,84000.0,https://vicca.cl/media/catalog/product/o/l/ol-2_black__7_.jpg,MERGE
silla-apoya-pie,Apoya Pie Classic,Title,Default Title,VC671,30000.0,https://vicca.cl/media/catalog/product/a/p/apoya_pie_2.jpg,MERGE
silla-donnina,Silla Donnina Malla,Title,Default Title,VC672,270000.0,https://vicca.cl/media/catalog/product/s/i/silla-escritorio-allegra-malla-2-600x600.jpg,MERGE
silla-donnina-tapizada-mostaza,Silla Donnina TAPIZADA Colores,Title,Default Title,VC674,320000.0,https://vicca.cl/media/catalog/product/s/i/silla-escritorio-allegra-mostaza-2_2.jpg,MERGE
silla-elba-elba-visita,Silla Elba ,Title,Default Title,VC680,87000.0,https://vicca.cl/media/catalog/product/e/l/elba-visita-2-2.jpg,MERGE
silla-universitaria-elba,Silla Elba Universitaria,Title,Default Title,VC681,111000.0,https://vicca.cl/media/catalog/product/e/l/elba-univ.-2.jpg,MERGE
silla-universitaria-college,Silla Universitaria College,Title,Default Title,vc683,300000.0,https://vicca.cl/media/catalog/product/3/7/371_college-universitaria_02.jpg,MERGE
taburete-delta,Taburete Delta,Title,Default Title,vc684,170000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2021-03-15_a_la_s_15.36.39.png,MERGE
silla-alice-visita-polipropileno,Silla Alice Polipropileno,Title,Default Title,VC685,38000.0,https://vicca.cl/media/catalog/product/s/i/silla_alice-pp_002-793x793.jpg,MERGE
silla-alice-mixta, Silla Alice Mixta,Title,Default Title,vc686,55000.0,https://vicca.cl/media/catalog/product/s/i/silla_alice-1_001-793x793.jpg,MERGE
silla-alice-tapizada, Silla Alice Tapizada,Title,Default Title,VC687,63900.0,https://vicca.cl/media/catalog/product/s/i/silla_alice-2_001-793x793.jpg,MERGE
silla-alice-universitaria-polipropileno,Silla Alice Universitaria polipropileno,Title,Default Title,VC688,66000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2021-03-19_a_la_s_16.55.19.png,MERGE
silla-attiva-malla-tapizada,Silla Attiva Respaldo Malla Alto,Title,Default Title,VC689,833000.0,https://vicca.cl/media/catalog/product/a/t/attiva_lata.jpg,MERGE
silla-cosmos,Silla Cosmos Polipropileno,Title,Default Title,VC690,40400.0,https://vicca.cl/media/catalog/product/d/s/dsc_0149-793x793.jpg,MERGE
visita-space,Silla Space Polipropileno,Title,Default Title,VC692,34800.0,https://vicca.cl/media/catalog/product/s/i/silla_space_blanco_002-793x793.jpg,MERGE
silla-slim,Silla Slim 4 Patas,Title,Default Title,VC694,195750.0,https://vicca.cl/media/catalog/product/s/l/sl0021.jpg,MERGE
silla-slim-arana,Silla Slim Pata Araña,Title,Default Title,VC695,247740.0,https://vicca.cl/media/catalog/product/m/o/moving_slim_swivel_base_armrest_04.jpg,MERGE
silla-flexa-base-blanca,Silla Flexa Base Blanca,Title,Default Title,VC696,388000.0,https://vicca.cl/media/catalog/product/f/l/flexa_moving_black.jpg,MERGE
taburete-cob,Taburete Cob,Title,Default Title,VC697,60000.0,https://vicca.cl/media/catalog/product/c/o/cob_negro_001.jpg,MERGE
silla-cubo,Silla Cubo,Title,Default Title,VC698,113000.0,https://vicca.cl/media/catalog/product/c/u/cubo-2_1.jpg,MERGE
silla-vela,Silla Vela / Fast,Title,Default Title,VC699,103300.0,https://vicca.cl/media/catalog/product/s/i/silla-vela-2_1.jpg,MERGE
silla-tela,Silla Tela,Title,Default Title,VC701,167000.0,https://vicca.cl/media/catalog/product/t/e/tela_2_2.jpg,MERGE
taburete-nova-iso,Taburete Iso Colores,Title,Default Title,VC703,66000.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2021-06-11_at_14.36.02.jpeg,MERGE
sofa-donnato,Sofá Donnato,Title,Default Title,VC704,215100.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2021-07-12_a_la_s_09.55.50_3.png,MERGE
poltrona-greco,Poltrona Greco,Title,Default Title,VC707,97400.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2021-07-13_at_12.43.58_pm.jpeg,MERGE
poltrona-aurora,Poltrona Aurora,Title,Default Title,VC708,125500.0,https://vicca.cl/media/catalog/product/p/o/poltrona_aurora_beige_1.jpg,MERGE
silla-twist,Silla Twist,Title,Default Title,VC712,395000.0,https://vicca.cl/media/catalog/product/t/w/twist_negra_cabecero_5__3.jpg,MERGE
silla-boomer-negra,Silla Boomer Negra,Title,Default Title,VC714,108500.0,https://vicca.cl/media/catalog/product/b/o/boomer_negra-_roja_2.jpg,MERGE
silla-rolla,Silla Rolla lite,Title,Default Title,VC716,188000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2026-02-25_a_la_s_15.15.07.png,MERGE
silla-iso-giratoria,Silla Iso plástica  Giratoria,Title,Default Title,VC718,72000.0,https://vicca.cl/media/catalog/product/2/-/2-3.jpg,MERGE
silla-isosceles-giratoria,Silla Isosceles giratoria,Title,Default Title,VC719,96600.0,https://vicca.cl/media/catalog/product/s/i/silla-2.jpg,MERGE
silla-sillon-clark-negra,Silla/ Sillón Clark,Title,Default Title,VC721,94400.0,https://vicca.cl/media/catalog/product/c/l/clark_04_1024x1024.jpg,MERGE
butaca-auditorio-teatro,Butaca Auditorio / Teatro / Cine,Title,Default Title,VC724,333000.0,https://vicca.cl/media/catalog/product/b/u/butaca-con-paleta.png,MERGE
piso-clinico,Piso Clínico Giratorio,Title,Default Title,VC725,99000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2022-04-05_a_la_s_10.58.37.png,MERGE
silla-happy-negra,Silla Happy Negra/ Gris,Title,Default Title,VC727 ,92000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2022-05-11_a_la_s_12.01.39_1.png,MERGE
silla-cuba-cromada,Silla Cuba reclinable y brazo regulable,Title,Default Title,VC729,99000.0,https://vicca.cl/media/catalog/product/4/5/45ab3b8775a8114422a20c76ea5935.jpg,MERGE
banqueta-iso-plastica,Banqueta Iso  Tapizada ,Title,Default Title,CV731,154000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2022-08-23_a_la_s_15.51.44.png,MERGE
silla-portone-negra,Silla Portone Negra,Title,Default Title,CV732,499900.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2022-09-22_a_la_s_12.06.08.png,MERGE
silla-iso-visita-polipropileno,Silla Iso Polipropileno,Title,Default Title,CV733,32200.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2022-10-11_at_3.06.10_pm_1_.jpeg,MERGE
silla-spring-visita-polipropileno,Silla Spring Polipropileno,Title,Default Title,CV734,37700.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2022-10-11_at_3.06.11_pm_1_.jpeg,MERGE
silla-isosceles-visita,Silla Isosceles  Tapizada Nacional,Title,Default Title,CV735,51500.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2022-10-11_at_3.06.10_pm_2_.jpeg,MERGE
silla-frila,Silla Frila,Title,Default Title,CV736,53000.0,https://vicca.cl/media/catalog/product/f/r/frida_verde_6.jpg,MERGE
silla-ronet,Silla Ronet,Title,Default Title,CV737,241000.0,https://vicca.cl/media/catalog/product/m/o/monet002.jpg,MERGE
silla-goya,Silla Goya,Title,Default Title,CV738,154000.0,https://vicca.cl/media/catalog/product/g/o/goya002.jpg,MERGE
silla-torhu,Silla Torhu,Title,Default Title,CV740,137000.0,https://vicca.cl/media/catalog/product/t/o/torhu-web-3.jpg,MERGE
silla-portone-gris,Silla Portone Gris,Title,Default Title,CV741,547350.0,https://vicca.cl/media/catalog/product/p/o/portone1.jpg,MERGE
silla-nina,Silla Nina,Title,Default Title,CV742,230000.0,https://vicca.cl/media/catalog/product/n/i/nina-1.jpg,MERGE
silla-terra,Silla Terra,Title,Default Title,CV743,116000.0,https://vicca.cl/media/catalog/product/t/e/tera-2.jpg,MERGE
silla-auditorio,Silla Auditorio ,Title,Default Title,CV745,66000.0,https://vicca.cl/media/catalog/product/s/i/silla-auditorio.jpg,MERGE
silla-romy,Silla Romy negra Pivotal,Title,Default Title,CV746,97000.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2023-07-04_at_4.20.49_pm.jpeg,MERGE
silla-romy-cajero,Silla Romy cajero negra,Title,Default Title,CV747,115000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2025-09-15_a_la_s_10.08.16.png,MERGE
silla-cova,Silla Cova,Title,Default Title,CV748,88000.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2023-11-29_at_12.41.54_pm.jpeg,MERGE
silla-joya,Silla Joya,Title,Default Title,CV749,53000.0,https://vicca.cl/media/catalog/product/j/o/joga_naranjo_002.jpg,MERGE
silla-florencia,Silla Florencia,Title,Default Title,CV750,185000.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2023-12-26_at_4.40.38_pm.jpeg,MERGE
silla-noa,Silla Noa,Title,Default Title,CV751,299000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-02-20_a_la_s_12.51.44.png,MERGE
silla-logan-respaldo-polipropileno-asiento-tapizado,Silla Logan Universitaria Respaldo Polipropileno Asiento Tapizado,Title,Default Title,CV752,195000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-05-10_a_la_s_10.04.45.png,MERGE
escritorio-trabajo-individual-recto,Escritorio de Trabajo Recto,Title,Default Title,CV753,280000.0,https://vicca.cl/media/catalog/product/w/h/white_oak.jpg,MERGE
escritorio-trabajo-individual-en-l,Escritorio de Trabajo en L,Title,Default Title,CV754,430000.0,https://vicca.cl/media/catalog/product/n/i/niebla_2_.jpg,MERGE
escritorio-trabajo-individual-recto-base-melamina,Escritorio Individual Recto Base Melamina,Title,Default Title,CV755,219000.0,https://vicca.cl/media/catalog/product/b/l/blanco.jpg,MERGE
escritorio-trabajo-individual-recto-base-melamina,Escritorio Individual Recto Base Melamina con cajonera incorporada,Title,Default Title,CV756,400000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2026-04-07_a_la_s_10.33.34.png,MERGE
mesa-reunion-redonda,Mesa de Reunion Redonda ,Title,Default Title,CV757,222000.0,https://vicca.cl/media/catalog/product/e/s/escritorio_redonda_2.jpg,MERGE
mesa-reunion-rectangular,Mesa Reunion Rectangular,Title,Default Title,CV758,444000.0,https://vicca.cl/media/catalog/product/v/a/vainilla_2_.jpg,MERGE
banqueta-metalica-pata-splitz,Banqueta Metálica ,Title,Default Title,CV759,244000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_raptor_2_.jpg,MERGE
cajonera-melamina,Cajonera móvil,Title,Default Title,CV760,222000.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2024-07-10_at_2.45.39_pm.jpeg,MERGE
silla-mura,Silla Mura,Title,Default Title,CV761,98000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-07-12_a_la_s_11.45.58.png,MERGE
silla-toya-cajero,Silla Toya Gris  Cajero,Title,Default Title,CV762,122000.0,https://vicca.cl/media/catalog/product/s/i/silla_toya_celeste_.jpg,MERGE
silla-ergodream,Silla Ergo Dream,Title,Default Title,CV763,390000.0,https://vicca.cl/media/catalog/product/4/_/4_4.jpg,MERGE
silla-toya-gris,Silla Toya Gris  ,Title,Default Title,CV764,110000.0,https://vicca.cl/media/catalog/product/s/i/silla_toya_rosa_1.jpg,MERGE
silla-isonet-universitaria,Silla Isonet Universitaria,Title,Default Title,CV765,77000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-09-09_a_la_s_14.24.38.png,MERGE
silla-crossback-madera,Silla Crossback Madera Rattan Natural,Title,Default Title,CV766,78000.0,https://vicca.cl/media/catalog/product/s/i/silla-crossback-madera1.jpg,MERGE
silla-crossback-madera-blanca,Silla Crossback Madera Blanca/ Rattan ,Title,Default Title,CV7467,78000.0,https://vicca.cl/media/catalog/product/w/h/white-_2_.jpg,MERGE
silla-crossback-madera-negro,Silla Crossback Madera Negra/ Rattan ,Title,Default Title,CV768,78000.0,https://vicca.cl/media/catalog/product/s/i/silla-crossback-madera-negra.jpg,MERGE
silla-crossback-polipropileno-menta,Silla Crossback polipropileno ,Title,Default Title,CV769,32000.0,https://vicca.cl/media/catalog/product/7/_/7.jpg,MERGE
taburete-crossback-polipropileno-blanco,Taburete Crossback polipropileno  blanco,Title,Default Title,CV770,64000.0,https://vicca.cl/media/catalog/product/t/a/taburete_cross_blanco.png,MERGE
taburete-crossback-polipropileno-negro,Taburete Crossback polipropileno  Negro,Title,Default Title,CV771,64000.0,https://vicca.cl/media/catalog/product/p/b/pb02-_2_.jpg,MERGE
sitial-chandigarh,Sitial Chandigarh Madera / Rattan,Title,Default Title,CV772,92800.0,https://vicca.cl/media/catalog/product/s/i/silla-chandigarh-madera2.jpg,MERGE
sitial-chandigarh-madera-negra-rattan,Sitial Chandigarh Madera Negra  / Rattan,Title,Default Title,CV773,92800.0,https://vicca.cl/media/catalog/product/s/i/silla-chandigarh-madera-negra.jpg,MERGE
silla-alice-mixta-universitaria, Silla Alice Mixta Universitaria,Title,Default Title,CV774,83000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-09-30_a_la_s_16.58.59.png,MERGE
poltrona-diamante-gris,Poltrona Diamante Gris,Title,Default Title,CV775,88000.0,https://vicca.cl/media/catalog/product/i/m/imagen-de-whatsapp-2023-05-17-a-las-15.41.003.jpg,MERGE
poltrona-diamante-beiga,Poltrona Diamante Beige,Title,Default Title,CV776,88000.0,https://vicca.cl/media/catalog/product/i/m/imagen-de-whatsapp-2023-05-17-a-las-15.41.00.jpg,MERGE
poltrona-fabric-alta-gris,Poltrona Fabric Alta ,Title,Default Title,CV777,138000.0,https://vicca.cl/media/catalog/product/p/o/poltrona-fabric-tipo-radar---beige1.jpg,MERGE
silla-santino,Silla Santino ,Title,Default Title,CV778,111000.0,https://vicca.cl/media/catalog/product/s/i/silla_santino.jpg,MERGE
silla-logan-mixta-trineo,Silla Logan Mixta Trineo,Title,Default Title,CV779,144000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-11-04_a_la_s_12.36.22.png,MERGE
silla-tulip,Silla Tulip ,Title,Default Title,CV780,95000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-11-06_a_la_s_16.45.26.png,MERGE
silla-nova-iso-italiana-negra,Silla Novaiso Italiana Negra,Title,Default Title,CV781,28800.0,https://vicca.cl/media/catalog/product/n/o/nova-iso_1_-min_1.jpg,MERGE
silla-maximo,Silla Maximo,Title,Default Title,CV782,121000.0,https://vicca.cl/media/catalog/product/s/i/silla_ma_ximo_4.jpg,MERGE
silla-oxford-gris,Silla Oxford Gris,Title,Default Title,CV783,130000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2025-05-22_a_la_s_14.27.38.png,MERGE
mesa-orion,Mesa Orion,Title,Default Title,CV784,122000.0,https://vicca.cl/media/catalog/product/a/m/amb_orion_.png,MERGE
poltrona-sara,Poltrona Sara trineo,Title,Default Title,CV785,322000.0,https://vicca.cl/media/catalog/product/2/9/29.jpg,MERGE
poltrona-vito,Poltrona Vito,Title,Default Title,CV786,288000.0,https://vicca.cl/media/catalog/product/p/o/poltrona_vito_1.jpg,MERGE
silla-matte,Silla Matte,Title,Default Title,CV787,206000.0,https://vicca.cl/media/catalog/product/s/i/silla_modelo_matte1.jpg,MERGE
sofa-alfa,Sofa Alfa,Title,Default Title,CV788,424000.0,https://vicca.cl/media/catalog/product/s/o/sofa_alfa_3_3_.jpg,MERGE
silla-bolo,Silla Bolo,Title,Default Title,CV789,50000.0,https://vicca.cl/media/catalog/product/g/r/green_front.jpg,MERGE
silla-blaze,Silla Blaze Tapizada,Title,Default Title,CV790,222000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2026-03-09_a_la_s_12.13.42.png,MERGE
silla-jazz-visita,Silla Jazz,Title,Default Title,CV791,92500.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2026-04-15_a_la_s_15.34.23.png,MERGE
