handle,magento_title,magento_price,shopify_title,shopify_price,shopify_status,shopify_has_image,estado
acc-general-italian-oak,,,General: Italian Oak,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-patas-grises,,,Patas: Patas Grises,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cojin-tapizado-en-tela-verona,,,General: Cojín tapizado en tela Verona,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-plastico-azul,,,Plástico: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-fijo-pp,,,General: Brazos fijo PP,10000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-aro-nylon,,,General: Aro Nylon,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-medio,,,General: Medio,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-lana,,,General: Tela Lana,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-azul-petroleo,,,General: Azul petroleo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-ruedas-desmopan-50-mm-para-piso-flotante,,,Opcional: Ruedas Desmopán 50 mm (Para Piso Flotante),11000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-respaldo-color-azul,,,Respaldo Color: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-mecanismo-con-4-posiciones-de-bloqueo,,,OPCIONALES: Mecanismo con 4 Posiciones de Bloqueo,10000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-cafe,,,General: Ecocuero Café,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-burdeo,,,General: Ecocuero Burdeo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-17-x-16-mts-07x-06-mts-profundidad,,,"General: 1,7 x 1,6 mts / 0,7x 0,6 mts Profundidad",50000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-negro,,,General: Tapiz Venetto Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-con-cubierta-metalica,,,General: Con Cubierta Metálica,9700.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-amarillo,,,General: Tapiz Venetto Amarillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-estrellaruedas,,,General: Base estrella/ruedas,18000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-cubierta-cubierta-blanca,,,color cubierta: Cubierta Blanca,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-patas-cromadas,,,Patas: Patas Cromadas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-recta-negra,,,Patas: Pata Recta negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-esmeralda,,,General: Tapiz New Glock Esmeralda,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-regulable-en-pp,,,General: Brazo Regulable en PP,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-blanco,,,Colores: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-y-invertida-pintada-aluminio,,,Patas: Pata Y invertida Pintada Aluminio,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-pintada-negro,,,General: Pata Y pintada Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pack-6-cajoneras-movil-laminada-3-con-cajones,,,General: Pack 6 Cajoneras Móvil Laminada 3 con Cajones,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-42-mts-ancho-x-12-mts-profundidad-puesto-de-14-mts-ancho-por-60cm-profundidad,,,"General: 4,2 mts Ancho x 1,2 mts Profundidad (Puesto de 1,4 mts ancho por 60cm profundidad)",57500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-scandinavian-wood,,,General: Scandinavian Wood,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-verde-tilo,,,General: Tela Escocia Verde Tilo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-nopal,,,General: Nopal,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-aro-negro,,,General: Aro negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-140-cm-ancho-x-60-cm-profundidad,,,General: 140 cm Ancho x 60 cm Profundidad,28800.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-cabecero-de-ecocuero-o-tela,,,OPCIONAL: Cabecero de ecocuero o tela,95000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-26-mts-ancho-x-12-mts-profundidad-puesto-de-13-mts-ancho-por-60-cm-profundidad,,,"General: 2,6 mts Ancho x 1,2 mts Profundidad (Puesto de 1,3 mts ancho por 60 cm profundidad)",16600.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-par-de-brazos-negros,,,General: Par de Brazos Negros,27000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-sea-white,,,General: Sea White,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-tela-escocia,,,General: Tapiz Tela Escocia,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecoclean-lavable-antimancha-para-2-cuerpos,,,General: Ecoclean Lavable Antimancha para 2 cuerpos,149268.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-asiento-blanco,,,COLOR ASIENTO: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-12-mts-ancho-x-60-cm-profundidad,,,"General: 1,2 mts Ancho x 60 cm Profundidad",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-estrella,,,General: Estrella,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-palo-rosa,,,General: Palo Rosa,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-base-cromada,,,BASE: Base Cromada,15500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-estrella-y-aro-cromado,,,General: Estrella y Aro Cromado,70000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-polipropileno-blanco,,,Color Polipropileno: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-2-cuerpos,,,General: 2 Cuerpos,57000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-verde,,,General: Verde,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-lana-tela,,,Tapiz: Lana  (Tela),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-plastico-azul,,,Color Plastico: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-naranjo-amarillo,,,General: Naranjo amarillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-nrgro,,,General: Nrgro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-y-invertida-negra,,,Patas: Pata Y invertida  negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-azul-rey,,,General: Tapiz Escocia Azul Rey,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-sin-brazos,,,General: Sin Brazos,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-cubierta-sin-cubierta,,,Cubierta: Sin Cubierta,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-2d-pu,,,General: Brazos Regulables 2D PU,25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-seleccion-tapiz-segun-muestrario-de-silla-ecol-ecocuero,,,Selección Tapiz según muestrario de Silla: Ecol (Ecocuero),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-y-pintada-negro,,,PATAS: Pata Y pintada Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-split-negra,,,General: Pata split negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-base-nylon-negra,,,Patas: Base Nylon Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-chang-ra,,,General: Chang Ra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-ecocuero-venetto,,,General: Tapiz Ecocuero Venetto,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-rueda-desmopan,,,General: Rueda Desmopan,13500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-4,,,General: 4,77000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-aro-cromado,,,General: Aro Cromado,9000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-60-cm,,,General: 60 CM,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-azul-lago,,,General: Tapiz Escocia Azul Lago,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-34-mts-ancho-x-14-mts-profundidad-puesto-de-17-mts-ancho-por-70-cm-profundidad,,,"General: 3,4 mts Ancho x 1,4 mts Profundidad (Puesto de 1,7 mts ancho por 70 cm profundidad)",204400.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-senape,,,General: Senape,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-rojo,,,Colores: Rojo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-wengue,,,General: Wengue,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-mango,,,General: Tela Escocia Mango,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-plastico-color-azul,,,Plástico Color: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-kit-patines-5-unidades,,,General: Kit Patines  (5 unidades),10500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-petroleo,,,Color: Petroleo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-laminado-vainilla,,,Color Laminado: Vainilla,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-160-cm-ancho-x-60-cm-profundidad,,,General: 160 cm Ancho x 60 cm Profundidad,48000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-haya,,,General: Haya,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-17-mts-ancho-x-70-cm-profundidad,,,"General: 1,7 mts Ancho x 70 cm Profundidad",133000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-medio-66-cm,,,General: Medio 66 cm,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patin,,,General: Patin,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-patas-patines,,,Base patas: Patines,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-plasticos-negros-con-pad-negro-revolution-20-21,,,General: Brazos plásticos negros con Pad negro (Revolution 20-21),26000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-poltrona-base-4-patas,,,Base Poltrona: Base 4 patas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-regulable-brc-19-cr,,,General: Brazo Regulable BRC 19 CR,38990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-4-patas,,,General: Base 4 patas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medida-total-escritorio-12-mts-ancho-x-06-mts-profundidad,,,"Medida Total escritorio: 1,2 mts Ancho x 0,6 mts Profundidad",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-tapiz-asiento-ecocuero-azul-electrico,,,Color Tapiz Asiento: Ecocuero Azul Eléctrico,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-consultar-por-medidas-personalizadas,,,General: Consultar por medidas personalizadas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-2d-tpu,,,General: Brazos Regulables 2D TPU,20000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medida-total-bateria-de-trabajo-24-mts-ancho-x-12-mts-profundidad-puesto-de-12-mts-ancho-por-60-cm-profundidad,,,"Medida Total Batería de Trabajo: 2,4 mts Ancho x 1,2 mts Profundidad (Puesto de 1,2 mts ancho por 60 cm profundidad)",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cian,,,General: Cian,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-aro-cromado,,,Opcional: Aro cromado,16000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cromada,,,General: Cromada,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-verde-manzana,,,General: Ecocuero Verde Manzana,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-gris-nevado,,,General: Tapiz Escocia Gris Nevado,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-fijos-golf-pp,,,General: Brazos Fijos Golf PP,10000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-diametro-cubierta-45-cm,,,DIAMETRO CUBIERTA: 45 CM,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-cuero-natural-consultar-opcion-de-colores,,,General: Tapiz Cuero natural (consultar opción de colores),115000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-azul-lago,,,General: Tela Escocia Azul Lago,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-respaldo-color-blanco,,,Respaldo Color: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-6,,,General: 6,206000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-azul-rey,,,General: Tela Color Azul Rey,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorios-patin-negro,,,Accesorios: Patín Negro,8000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-aluminio-cromada,,,General: Pata Y invertida Aluminio Cromada,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-verde-manzana,,,General: Verde Manzana,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-ruedas-desmopan-para-piso-flotante,,,Opcional: Ruedas Desmopan (Para Piso Flotante),11000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-patas-negras-agotada,,,Patas: Patas Negras ( AGOTADA),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-color-gris,,,General: Pata Color Gris,11200.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-fijo,,,General: Brazo Fijo,33000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-15-mts-ancho-x-70-cm-profundidad,,,"General: 1,5 mts Ancho x 70 cm Profundidad",70100.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris-ultima-unidad,,,General: Gris (última unidad),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-amarillo,,,General: Amarillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ancho-405cm-x-profundidad-50cm-x-altura-568cm,,,"General: Ancho 40,5cm x Profundidad 50cm x Altura 56,8cm",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-azul-marino,,,General: Ecocuero Azul Marino,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris-claro,,,General: Gris claro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-sin-brazo,,,Brazos: Sin Brazo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-16-x-15-mts-06x-05-mts-profundidad,,,"General: 1,6 x 1,5 mts / 0,6x 0,5 mts Profundidad",25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-rosa,,,General: Rosa,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-regulable-brc-19-cr-estructura-aluminio,,,General: Brazo Regulable BRC 19 CR Estructura Aluminio,40000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-fijos-en-pp,,,General: Brazos Fijos en PP,10000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-par-brazos-aluminio-barnizado-negro-con-pad-negro,,,General: Par Brazos aluminio barnizado negro con Pad Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-51-mts-ancho-x-14-mts-profundidad-puesto-de-17-mts-ancho-por-70cm-profundidad,,,"General: 5,1 mts Ancho x 1,4 mts Profundidad (Puesto de 1,7 mts ancho por 70cm profundidad)",347000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorios-par-brazos-aluminio-barnizado-negro-con-pad-negro,,,ACCESORIOS: Par Brazos aluminio barnizado negro con Pad Negro,54000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorio-revistero,,,Accesorio: Revistero,47000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-azul-rey,,,General: Tapiz Venetto Azul Rey,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-de-respaldo-en-polipropileno-arena,,,Color de Respaldo en Polipropileno: Arena,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patas-y-invertida-pintada-negro,,,General: Patas Y Invertida  Pintada negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-3d-pu,,,General: Brazos Regulables 3D PU,22000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-seleccion-tapiz-segun-muestrario-de-silla-elasticity,,,SELECCIÓN TAPIZ SEGÚN MUESTRARIO DE SILLA: Elasticity,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-respaldo-plastico-celeste,,,Color Respaldo plástico: Celeste,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-rojo-italiano,,,General: Tela Color Rojo Italiano,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-segun-muestrario-ecocuero-verde-pistacho,,,Color Según Muestrario: Ecocuero Verde Pistacho,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-mango,,,General: Tapiz New Glock Mango,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-negro,,,General: Tela Escocia Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-32-mts-ancho-x-14-mts-profundidad-puesto-de-16-mts-ancho-por-70-cm-profundidad,,,"General: 3,2 mts Ancho x 1,4 mts Profundidad (Puesto de 1,6 mts ancho por 70 cm profundidad)",138000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-brazo-regulable-pp-2d,,,Brazos: Brazo Regulable PP 2D,24000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-menta,,,General: Menta,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cojin-tapizado-en-tela-nordic,,,General: Cojín tapizado en tela Nordic,30000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-verde-esmeralda,,,General: Verde Esmeralda,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-gris,,,General: Tapiz New Glock Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-39-mts-ancho-x-12-mts-profundidad-puesto-de-13-mts-ancho-por-60cm-profundidad,,,"General: 3,9 mts Ancho x 1,2 mts Profundidad (Puesto de 1,3 mts ancho por 60cm profundidad)",44400.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-respaldo-plastico-color-azul,,,Respaldo Plástico Color: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-cabecero,,,Opcional: Cabecero,16000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-azul,,,General: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-tabaco,,,General: Tapiz Escocia Tabaco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-fijo-brc-24,,,General: Brazo Fijo BRC 24,16900.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-estructura-gris,,,General: Estructura Gris,2990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-verde,,,General: Tela Color Verde,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcion-cuero-natural-color-a-eleccion,,,Opcion Cuero Natural: Color a Eleccion,222560.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-13-mts-ancho-x-06-mts-profundidad,,,"General: 1,3 mts ancho x 0,6 mts profundidad",20000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-45-cm,,,General: 45 CM,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-asiento-azul,,,COLORES ASIENTO: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris-metalizado,,,General: Gris Metalizado,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-cuerpos-2-cuerpos,,,Cuerpos: 2 Cuerpos,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medida-total-escritorio-15-x-14-mts-06x-05-mts-profundidad,,,"Medida Total escritorio: 1,5 x 1,4 mts / 0,6x 0,5 mts Profundidad",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-negro-plus,,,General: Ecocuero Negro Plus,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-base-nylon,,,Base: Base Nylon,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-burdeo,,,General: Burdeo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cabecero-malla-fijo,,,General: Cabecero Malla Fijo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-par-brazos-iso,,,General: Par Brazos Iso,17080.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-base-negra,,,Base: Base Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cubierta-blanca,,,General: Cubierta Blanca,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pistacho,,,General: Pistacho,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-negra,,,General: Pata Y invertida  negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-mexico,,,General: Mexico,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-coral,,,General: Coral,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-componentes-adicionales-cabecero,,,COMPONENTES ADICIONALES: Cabecero,15500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-2-brazos-mas-paleta,,,General: 2 Brazos mas paleta,17000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-rojo-sandia,,,General: Tela Color Rojo Sandia,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-a1-negra-agotada,,,PATAS: A1. Negra (agotada),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-azul,,,COLORES: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-azulino,,,General: Azulino,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-base-aluminio,,,Patas: Base Aluminio,38000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-azulino,,,Color: Azulino,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-o-ecocuero-o-verona,,,General: Tela o Ecocuero o Verona,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-alumino-mt,,,General: Alumino MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cerezo-clasico,,,General: Cerezo Clasico,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-blanco-mt,,,General: Blanco MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-split-cromada,,,General: pata split cromada,57330.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-diametro-100-cm,,,General: Diametro 100 CM,25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
