handle,magento_title,magento_price,shopify_title,shopify_price,shopify_status,shopify_has_image,estado
silla-patchwork-organic-multicolor,SILLA FEDRA PATCHWORK ORGANIC MULTICOLOR,152000.0,SILLA FEDRA PATCHWORK ORGANIC MULTICOLOR,152000.0,active,True,✅ OK
silla-dsw-patchwork-multicolor,SILLA DSW PATCHWORK MULTICOLOR,66300.0,SILLA DSW PATCHWORK MULTICOLOR,66300.0,active,True,✅ OK
silla-cob-okamura,Silla Cob,240336.0,Silla Cob,240336.0,active,True,✅ OK
silla-shell,Silla Shell,70000.0,Silla Shell,70000.0,active,True,✅ OK
silla-shell-trineo,Silla Shell Trineo,111000.0,Silla Shell Trineo,111000.0,active,True,✅ OK
silla-strike,Silla Strike,71000.0,Silla Strike,71000.0,active,True,✅ OK
butaca-hermes-organic,POLTRONA HERMES ORGANIC,105750.0,POLTRONA HERMES ORGANIC,105750.0,active,True,✅ OK
mesa-eames,MESA EAMES,71200.0,MESA EAMES,71200.0,active,True,✅ OK
mesa-eileen-p-blanco,MESA EILEEN (P) BLANCO,108750.0,MESA EILEEN (P) BLANCO,108750.0,active,True,✅ OK
mesa-elina-blanco,MESA ELINA BLANCO,223500.0,MESA ELINA BLANCO,223500.0,active,True,✅ OK
silla-dsw-estilo-eames-blanca,SILLA DSW EAMES BLANCA,36500.0,SILLA DSW EAMES BLANCA,36500.0,active,True,✅ OK
silla-dsw-estilo-eames-celeste,SILLA DSW EAMES CELESTE,36500.0,SILLA DSW EAMES CELESTE,36500.0,active,True,✅ OK
silla-dsw-estilo-eames-negra,SILLA DSW EAMES NEGRA,36500.0,SILLA DSW EAMES NEGRA,36500.0,active,True,✅ OK
silla-dsw-estilo-eames-patchwork-multicolor,SILLA EAMES PATCHWORK MULTICOLOR,99500.0,SILLA EAMES PATCHWORK MULTICOLOR,99500.0,active,True,✅ OK
silla-dsw-estilo-eames-roja,SILLA DSW EAMES ROJA,36500.0,SILLA DSW EAMES ROJA,36500.0,active,True,✅ OK
silla-dsw-estilo-eames-rosada,SILLA DSW EAMES ROSADA,36500.0,SILLA DSW EAMES ROSADA,36500.0,active,True,✅ OK
silla-dsw-estilo-organic-beige,SILLA FEDRA ORGANIC BEIGE ESTILO DSW,138700.0,SILLA FEDRA ORGANIC BEIGE ESTILO DSW,138700.0,active,True,✅ OK
silla-bologna-cajero,Silla Bologna Cajero,112000.0,Silla Bologna Cajero,112000.0,active,True,✅ OK
silla-iso-cajero,Silla Iso Cajero,88800.0,Silla Iso Cajero,88800.0,active,True,✅ OK
silla-prisma-cajero,Silla Prisma Cajero,144000.0,Silla Prisma Cajero,144000.0,active,True,✅ OK
silla-rudy-media-cajero,Silla Rudy Media Cajero,93000.0,Silla Rudy Media Cajero,93000.0,active,True,✅ OK
silla-iso-smart-italiana-polipropileno,Silla Iso Smart Italiana Polipropileno,43000.0,Silla Iso Smart Italiana Polipropileno,43000.0,active,True,✅ OK
silla-kyos-polipropileno,Silla Kyos Polipropileno,88800.0,Silla Kyos Polipropileno,88800.0,active,True,✅ OK
silla-layer,Silla Layer ,45000.0,Silla Layer,45000.0,active,True,✅ OK
silla-nova-iso-italiana,Silla Novaiso Italiana Colores,38300.0,Silla Novaiso Italiana Colores,38300.0,active,True,✅ OK
silla-pismo,Silla Pismo,66000.0,Silla Pismo,66000.0,active,True,✅ OK
silla-race,Silla Race,60000.0,Silla Race,60000.0,active,True,✅ OK
silla-ricciolina,Silla Ricciolina,88800.0,Silla Ricciolina,88800.0,active,True,✅ OK
silla-stratos,Silla Stratos,88000.0,Silla Stratos,88000.0,active,True,✅ OK
silla-vesper-sin-brazos,Silla Vesper sin brazos,108000.0,Silla Vesper sin brazos,108000.0,active,True,✅ OK
silla-leep-loop,Silla Leep,190000.0,Silla Leep,190000.0,active,True,✅ OK
silla-black,Silla Black,160000.0,Silla Black,160000.0,active,True,✅ OK
silla-boss,Silla Boss,188000.0,Silla Boss,188000.0,active,True,✅ OK
silla-flash-tapizada-syncro,Silla Flash Alta Tapizada Syncro,185000.0,Silla Flash Alta Tapizada Syncro,185000.0,active,True,✅ OK
silla-identity-isa,Silla Identity,156000.0,Silla Identity,156000.0,active,True,✅ OK
silla-join-blanca,Silla Join Blanca,266000.0,Silla Join Blanca,266000.0,active,True,✅ OK
sofa-venezia,Sofá Venezia,285000.0,Sofá Venezia,285000.0,active,True,✅ OK
silla-q3,Silla Q3 colores,140000.0,Silla Q3 colores,140000.0,active,True,✅ OK
sofa-prada,Sofá Prada,369000.0,Sofá Prada,369000.0,active,True,✅ OK
sofa-di-loria,Sofá Di Loria,384000.0,Sofá Di Loria,384000.0,active,True,✅ OK
silla-torino-1-cajero,Silla Torino 1 Cajero,112000.0,Silla Torino 1 Cajero,112000.0,active,True,✅ OK
silla-torino-cajero-media,Silla Torino Cajero Media,122000.0,Silla Torino Cajero Media,122000.0,active,True,✅ OK
silla-tulip-cajero,Silla Tulip Cajero,130000.0,Silla Tulip Cajero,130000.0,active,True,✅ OK
silla-universitaria-dream-respaldo-malla,Silla Universitaria Dream Respaldo Malla,185000.0,Silla Universitaria Dream Respaldo Malla,185000.0,active,True,✅ OK
silla-universitaria-iso-revolution,Silla Iso Revolution Universitaria,155000.0,Silla Iso Revolution Universitaria,155000.0,active,True,✅ OK
silla-universitaria-spring-plastica-paleta-nacional,Silla Universitaria Spring Plastica Paleta Nacional,65000.0,Silla Universitaria Spring Plastica Paleta Nacional,65000.0,active,True,✅ OK
silla-universitaria-kyos,Silla Universitaria Kyos tapizada,139530.0,Silla Universitaria Kyos tapizada,139530.0,active,True,✅ OK
silla-universitaria-layer,Silla Universitaria Layer,77000.0,Silla Universitaria Layer,77000.0,active,True,✅ OK
silla-universitaria-prisma,Silla Universitaria Prisma,77000.0,Silla Universitaria Prisma,77000.0,active,True,✅ OK
silla-universitaria-shell,Silla Universitaria Shell,133000.0,Silla Universitaria Shell,133000.0,active,True,✅ OK
bergere-clinico,Bergere Clinico,499000.0,Bergere Clinico,499000.0,active,True,✅ OK
bergere-elite,Bergere Elite,595000.0,Bergere Elite,595000.0,active,True,✅ OK
bergere-simple,Bergere Simple,499000.0,Bergere Simple,499000.0,active,True,✅ OK
poltrona-monet,Poltrona Monet,352400.0,Poltrona Monet,352400.0,active,True,✅ OK
pouf-cuadrado-redondo,Pouf Cuadrado - Redondo,126000.0,Pouf Cuadrado - Redondo,126000.0,active,True,✅ OK
sofa-duccio,Sofá Duccio,606600.0,Sofá Duccio,606600.0,active,True,✅ OK
poltrona-frida-gris-perla,Poltrona Frida Gris Perla,136000.0,Poltrona Frida Gris Perla,136000.0,active,True,✅ OK
silla-universitaria-elba,Silla Elba Universitaria,111000.0,Silla Elba Universitaria,111000.0,active,True,✅ OK
silla-logan-asiento-tapizado-respaldo-malla,Silla Logan Respaldo Malla Asiento Tapizado ,108000.0,Silla Logan Respaldo Malla Asiento Tapizado,108000.0,active,True,✅ OK
silla-tela,Silla Tela,167000.0,Silla Tela,167000.0,active,True,✅ OK
taburete-nova-iso,Taburete Iso Colores,66000.0,Taburete Iso Colores,66000.0,active,True,✅ OK
poltrona-greco,Poltrona Greco,97400.0,Poltrona Greco,97400.0,active,True,✅ OK
silla-twist,Silla Twist,395000.0,Silla Twist,395000.0,active,True,✅ OK
silla-boomer-negra,Silla Boomer Negra,108500.0,Silla Boomer Negra,108500.0,active,True,✅ OK
silla-rolla,Silla Rolla lite,188000.0,Silla Rolla lite,188000.0,active,True,✅ OK
silla-vela,Silla Vela / Fast,103300.0,Silla Vela / Fast,103300.0,active,True,✅ OK
silla-iso-giratoria,Silla Iso plástica  Giratoria,72000.0,Silla Iso plástica  Giratoria,72000.0,active,True,✅ OK
butaca-auditorio-teatro,Butaca Auditorio / Teatro / Cine,333000.0,Butaca Auditorio / Teatro / Cine,333000.0,active,True,✅ OK
piso-clinico,Piso Clínico Giratorio,99000.0,Piso Clínico Giratorio,99000.0,active,True,✅ OK
silla-cuba-cromada,Silla Cuba reclinable y brazo regulable,99000.0,Silla Cuba reclinable y brazo regulable,99000.0,active,True,✅ OK
silla-spring-visita-polipropileno,Silla Spring Polipropileno,37700.0,Silla Spring Polipropileno,37700.0,active,True,✅ OK
silla-isosceles-visita,Silla Isosceles  Tapizada Nacional,51500.0,Silla Isosceles  Tapizada Nacional,51500.0,active,True,✅ OK
silla-ronet,Silla Ronet,241000.0,Silla Ronet,241000.0,active,True,✅ OK
silla-sillon-clark-negra,Silla/ Sillón Clark,94400.0,Silla/ Sillón Clark,94400.0,active,True,✅ OK
silla-cubo,Silla Cubo,113000.0,Silla Cubo,113000.0,active,True,✅ OK
taburete-cob,Taburete Cob,60000.0,Taburete Cob,60000.0,active,True,✅ OK
silla-flexa-base-blanca,Silla Flexa Base Blanca,388000.0,Silla Flexa Base Blanca,388000.0,active,True,✅ OK
sillon-net-relax-grafito-nardi,Sillon Net Relax Nardi,135200.0,Sillon Net Relax Nardi,135200.0,active,True,✅ OK
silla-ergosit,Silla Ergo Sit ,486610.0,Silla Ergo Sit,486610.0,active,True,✅ OK
banqueta-nik,Banqueta Nik ,353000.0,Banqueta Nik,353000.0,active,True,✅ OK
silla-nik-tapizada,Silla Nik Tapizada,99900.0,Silla Nik Tapizada,99900.0,active,True,✅ OK
silla-morfeo,Silla Morfeo,197800.0,Silla Morfeo,197800.0,active,True,✅ OK
silla-soporte-pantalla-gris,Soporte Pantalla Atlas I,46500.0,Soporte Pantalla Atlas I,46500.0,active,True,✅ OK
silla-soporte-pantalla-doble-gris,Soporte Pantalla Atlas II,84000.0,Soporte Pantalla Atlas II,84000.0,active,True,✅ OK
silla-apoya-pie,Apoya Pie Classic,30000.0,Apoya Pie Classic,30000.0,active,True,✅ OK
silla-donnina-tapizada-mostaza,Silla Donnina TAPIZADA Colores,320000.0,Silla Donnina TAPIZADA Colores,320000.0,active,True,✅ OK
silla-elba-elba-visita,Silla Elba ,87000.0,Silla Elba,87000.0,active,True,✅ OK
silla-universitaria-college,Silla Universitaria College,300000.0,Silla Universitaria College,300000.0,active,True,✅ OK
silla-alice-universitaria-polipropileno,Silla Alice Universitaria polipropileno,66000.0,Silla Alice Universitaria polipropileno,66000.0,active,True,✅ OK
silla-attiva-malla-tapizada,Silla Attiva Respaldo Malla Alto,833000.0,Silla Attiva Respaldo Malla Alto,833000.0,active,True,✅ OK
silla-cosmos,Silla Cosmos Polipropileno,40400.0,Silla Cosmos Polipropileno,40400.0,active,True,✅ OK
visita-space,Silla Space Polipropileno,34800.0,Silla Space Polipropileno,34800.0,active,True,✅ OK
silla-goya,Silla Goya,154000.0,Silla Goya,154000.0,active,True,✅ OK
silla-logan-tapizada,Silla Logan Tapizada,114000.0,Silla Logan Tapizada,114000.0,active,True,✅ OK
silla-portone-gris,Silla Portone Gris,547350.0,Silla Portone Gris,547350.0,active,True,✅ OK
silla-romy-cajero,Silla Romy cajero negra,115000.0,Silla Romy cajero negra,115000.0,active,True,✅ OK
poltrona-diamante-gris,Poltrona Diamante Gris,88000.0,Poltrona Diamante Gris,88000.0,active,True,✅ OK
poltrona-diamante-beiga,Poltrona Diamante Beige,88000.0,Poltrona Diamante Beige,88000.0,active,True,✅ OK
poltrona-fabric-alta-gris,Poltrona Fabric Alta ,138000.0,Poltrona Fabric Alta,138000.0,active,True,✅ OK
silla-santino,Silla Santino ,111000.0,Silla Santino,111000.0,active,True,✅ OK
silla-logan-mixta-trineo,Silla Logan Mixta Trineo,144000.0,Silla Logan Mixta Trineo,144000.0,active,True,✅ OK
silla-tulip,Silla Tulip ,95000.0,Silla Tulip,95000.0,active,True,✅ OK
silla-alice-mixta-universitaria, Silla Alice Mixta Universitaria,83000.0,Silla Alice Mixta Universitaria,83000.0,active,True,✅ OK
silla-nova-iso-italiana-negra,Silla Novaiso Italiana Negra,28800.0,Silla Novaiso Italiana Negra,28800.0,active,True,✅ OK
silla-oxford-gris,Silla Oxford Gris,130000.0,Silla Oxford Gris,130000.0,active,True,✅ OK
mesa-orion,Mesa Orion,122000.0,Mesa Orion,122000.0,active,True,✅ OK
poltrona-sara,Poltrona Sara trineo,322000.0,Poltrona Sara trineo,322000.0,active,True,✅ OK
poltrona-vito,Poltrona Vito,288000.0,Poltrona Vito,288000.0,active,True,✅ OK
silla-bolo,Silla Bolo,50000.0,Silla Bolo,50000.0,active,True,✅ OK
silla-jazz-visita,Silla Jazz,92500.0,Silla Jazz,92500.0,active,True,✅ OK
silla-maximo,Silla Maximo,121000.0,Silla Maximo,121000.0,active,True,✅ OK
sitial-chandigarh-madera-negra-rattan,Sitial Chandigarh Madera Negra  / Rattan,92800.0,Sitial Chandigarh Madera Negra  / Rattan,92800.0,active,True,✅ OK
sitial-chandigarh,Sitial Chandigarh Madera / Rattan,92800.0,Sitial Chandigarh Madera / Rattan,92800.0,active,True,✅ OK
taburete-crossback-polipropileno-negro,Taburete Crossback polipropileno  Negro,64000.0,Taburete Crossback polipropileno  Negro,64000.0,active,True,✅ OK
silla-cova,Silla Cova,88000.0,Silla Cova,88000.0,active,True,✅ OK
silla-joya,Silla Joya,53000.0,Silla Joya,53000.0,active,True,✅ OK
silla-florencia,Silla Florencia,185000.0,Silla Florencia,185000.0,active,True,✅ OK
escritorio-trabajo-individual-recto,Escritorio de Trabajo Recto,280000.0,Escritorio de Trabajo Recto,280000.0,active,True,✅ OK
escritorio-trabajo-individual-en-l,Escritorio de Trabajo en L,430000.0,Escritorio de Trabajo en L,430000.0,active,True,✅ OK
mesa-reunion-redonda,Mesa de Reunion Redonda ,222000.0,Mesa de Reunion Redonda,222000.0,active,True,✅ OK
banqueta-metalica-pata-splitz,Banqueta Metálica ,244000.0,Banqueta Metálica,244000.0,active,True,✅ OK
cajonera-melamina,Cajonera móvil,222000.0,Cajonera móvil,222000.0,active,True,✅ OK
silla-mura,Silla Mura,98000.0,Silla Mura,98000.0,active,True,✅ OK
silla-toya-gris,Silla Toya Gris  ,110000.0,Silla Toya Gris,110000.0,active,True,✅ OK
silla-isonet-universitaria,Silla Isonet Universitaria,77000.0,Silla Isonet Universitaria,77000.0,active,True,✅ OK
silla-crossback-madera,Silla Crossback Madera Rattan Natural,78000.0,Silla Crossback Madera Rattan Natural,78000.0,active,True,✅ OK
silla-crossback-madera-blanca,Silla Crossback Madera Blanca/ Rattan ,78000.0,Silla Crossback Madera Blanca/ Rattan,78000.0,active,True,✅ OK
silla-crossback-madera-negro,Silla Crossback Madera Negra/ Rattan ,78000.0,Silla Crossback Madera Negra/ Rattan,78000.0,active,True,✅ OK
taburete-crossback-polipropileno-blanco,Taburete Crossback polipropileno  blanco,64000.0,Taburete Crossback polipropileno  blanco,64000.0,active,True,✅ OK
silla-terra,Silla Terra,116000.0,Silla Terra,116000.0,active,True,✅ OK
banqueta-terraza-net-grafito-nardi,Banca Terraza Net Grafito Nardi,212300.0,Banca Terraza Net Grafito Nardi,212300.0,active,True,✅ OK
banqueta-terraza-net-tortora-nardi,Banca Terraza Net Tortora Nardi,212300.0,Banca Terraza Net Tortora Nardi,212300.0,active,True,✅ OK
silla-job-gris-blanca,Silla Job Gris,188000.0,Silla Job Gris,188000.0,active,True,✅ OK
banqueta-logan-respaldo-polipropileno-asiento-tapizado,Banqueta Logan Respaldo Polipropileno Asiento Tapizado,266000.0,Banqueta Logan Respaldo Polipropileno Asiento Tapizado,266000.0,active,True,✅ OK
silla-karl,Silla Karl,126041.0,Silla Karl,126041.0,active,True,✅ OK
silla-logan-cajero,Silla Logan Cajero,207000.0,Silla Logan Cajero,207000.0,active,True,✅ OK
silla-tullio-negra,Silla Tullio Negra ,177000.0,Silla Tullio Negra,177000.0,active,True,✅ OK
taburete-abuela,Taburete Abuela,155500.0,Taburete Abuela,155500.0,active,True,✅ OK
taburete-living,Taburete Living ,88000.0,Taburete Living,88000.0,active,True,✅ OK
silla-r6-blanca,Silla R6 gris,148000.0,Silla R6 gris,148000.0,active,True,✅ OK
silla-clep,Silla Clep,72000.0,Silla Clep,72000.0,active,True,✅ OK
silla-job-cajero,Silla Job Cajero ,134000.0,Silla Job Cajero,134000.0,active,True,✅ OK
poltrona-loto,Poltrona Loto,203000.0,Poltrona Loto,203000.0,active,True,✅ OK
silla-thor,Silla Thor ,218000.0,Silla Thor,218000.0,active,True,✅ OK
sofa-giotto,Sofá Giotto,409760.0,Sofá Giotto,409760.0,active,True,✅ OK
silla-job-negra,Silla Job ,127000.0,Silla Job,127000.0,active,True,✅ OK
escritorio,Escritorio Simple,134500.0,Escritorio Simple,134500.0,active,True,✅ OK
silla-cubo-cajero,Silla Cubo Cajero,124000.0,Silla Cubo Cajero,124000.0,active,True,✅ OK
banqueta-iso-pata-splitz-cromada,Banqueta Iso Pata Splitz Cromada,180000.0,Banqueta Iso Pata Splitz Cromada,180000.0,active,True,✅ OK
taburete-cosmos,Taburete Cosmos,66000.0,Taburete Cosmos,66000.0,active,True,✅ OK
estacion-trabajo-grupal-para-6-personas-corchete-cerrado,Estacion Trabajo Grupal 6 Personas Corchete Cerrado,1963000.0,Estacion Trabajo Grupal 6 Personas Corchete Cerrado,1963000.0,active,True,✅ OK
silla-logan-respaldo-polipropileno-asiento-tapizado,Silla Logan Respaldo Polipropileno Asiento Tapizado,99000.0,Silla Logan Respaldo Polipropileno Asiento Tapizado,99000.0,active,True,✅ OK
silla-logan-polipropileno,Silla Logan Polipropileno,90000.0,Silla Logan Polipropileno,90000.0,active,True,✅ OK
poltrona-cardin-alto,Poltrona Cardin Alto,850000.0,Poltrona Cardin Alto,850000.0,active,True,✅ OK
poltrona-cardin-medio,Poltrona Cardin Medio,699000.0,Poltrona Cardin Medio,699000.0,active,True,✅ OK
poltrona-carmena,Poltrona Carmena,600550.0,Poltrona Carmena,600550.0,active,True,✅ OK
silla-flexa-base-negra,Silla Flexa Base Negra,333000.0,Silla Flexa Base Negra,333000.0,active,True,✅ OK
silla-aurelia-media,Silla Aurelia Media,777000.0,Silla Aurelia Media,777000.0,active,True,✅ OK
silla-aurelia-alta,Silla Aurelia Alta,788000.0,Silla Aurelia Alta,788000.0,active,True,✅ OK
sofa-sofia,Sofá Sofia,198500.0,Sofá Sofia,198500.0,active,True,✅ OK
silla-logan-polipropileno-trineo,Silla Logan Polipropileno Trineo,122000.0,Silla Logan Polipropileno Trineo,122000.0,active,True,✅ OK
silla-logan-tapizada-trineo,Silla Logan Tapizada Trineo,144000.0,Silla Logan Tapizada Trineo,144000.0,active,True,✅ OK
cajonera-metalica-mob-3-cajones-movil,Cajonera Metálica Mob 3C,215000.0,Cajonera Metálica Mob 3C,215000.0,active,True,✅ OK
cajonera-metalica-mob-2-cajones-1-kardex-fija,"Cajonera Metálica Mob 2C1K, Sin ruedas",240000.0,"Cajonera Metálica Mob 2C1K, Sin ruedas",240000.0,active,True,✅ OK
estacion-trabajo-grupal-para-6-personas-corchete-abierto,Estacion Trabajo Grupal 6 Personas,1880000.0,Estacion Trabajo Grupal 6 Personas,1880000.0,active,True,✅ OK
estacion-trabajo-grupal-para-2-personas-corchete-cerrado,Estacion Trabajo Grupal 2 Personas Corchete Cerrado,667000.0,Estacion Trabajo Grupal 2 Personas Corchete Cerrado,667000.0,active,True,✅ OK
banqueta-terraza-net-senape-nardi,Banca Terraza Net Senape Nardi,212300.0,Banca Terraza Net Senape Nardi,212300.0,active,True,✅ OK
mesa-net,Mesa Net,105040.0,Mesa Net,105040.0,active,True,✅ OK
mesa-tolix-alta,Mesa Tolix ,133000.0,Mesa Tolix,133000.0,active,True,✅ OK
mesa-clip-grafito-70,Mesa Clip 70 ,166600.0,Mesa Clip 70,166600.0,active,True,✅ OK
taburete-faro-blanco-nardi,Taburete Faro Blanco Nardi,99500.0,Taburete Faro Blanco Nardi,99500.0,active,True,✅ OK
taburete-faro-grafito-nardi,Taburete Faro Grafito Nardi,99500.0,Taburete Faro Grafito Nardi,99500.0,active,True,✅ OK
taburete-lido-mini-tortora-nardi,Taburete Lido Mini Tortora,99500.0,Taburete Lido Mini Tortora,99500.0,active,True,✅ OK
taburete-trill-blanco-nardi,Taburete Trill Blanco Nardi ,98600.0,Taburete Trill Blanco Nardi,98600.0,active,True,✅ OK
taburete-trill-mini-grafito,Taburete Trill Mini Grafito,119500.0,Taburete Trill Mini Grafito,119500.0,active,True,✅ OK
silla-gent,Silla Gent ,139000.0,Silla Gent,139000.0,active,True,✅ OK
silla-andes,Silla Andes Lite,120000.0,Silla Andes Lite,120000.0,active,True,✅ OK
silla-trill-ottanio-sin-brazos-nardi,Silla Trill Ottanio Nardi,101100.0,Silla Trill Ottanio Nardi,101100.0,active,True,✅ OK
silla-lives-colores,Silla Lives ,830000.0,Silla Lives,830000.0,active,True,✅ OK
silla-blaze,Silla Blaze ,203000.0,Silla Blaze,203000.0,active,True,✅ OK
escritorio-standing-desk,Standing Desk Patagonia,268900.0,Standing Desk Patagonia,268900.0,active,True,✅ OK
reposera-atlantico-tortora,Reposera Atlántico Tortora,313000.0,Reposera Atlántico Tortora,313000.0,active,True,✅ OK
reposera-omega-tortora,Reposera Omega Tortora,278800.0,Reposera Omega Tortora,278800.0,active,True,✅ OK
silla-q3-malla-negra,Silla Q3 Negra ,140000.0,Silla Q3 Negra,140000.0,active,True,✅ OK
silla-abuela-colores,Silla Abuela,122100.0,Silla Abuela,122100.0,active,True,✅ OK
taburete-faro-mini-blanco,Taburete Faro Mini Blanco,99500.0,Taburete Faro Mini Blanco,99500.0,active,True,✅ OK
silla-net-salice,Silla Net Salice,100900.0,Silla Net Salice,100900.0,active,True,✅ OK
silla-net-grafito,Silla Net Grafito,100900.0,Silla Net Grafito,100900.0,active,True,✅ OK
silla-costa-tortora,Silla Costa Tortora,79990.0,Silla Costa Tortora,79990.0,active,True,✅ OK
mesa-lateral-pop-tortora,Mesa Lateral Pop Tortora,55600.0,Mesa Lateral Pop Tortora,55600.0,active,True,✅ OK
mesa-rio-grafito-140,Mesa Rio 140 Grafito ,661620.0,Mesa Rio 140 Grafito,661620.0,active,True,✅ OK
mesa-rio-tortora-140,Mesa Rio 140 Tortora ,661620.0,Mesa Rio 140 Tortora,661620.0,active,True,✅ OK
mesa-rio-tortora-210,Mesa Rio 210 Tortora,1174160.0,Mesa Rio 210 Tortora,1174160.0,active,True,✅ OK
mesa-lateral-rodi-tortora,Mesa Lateral Rodi Tortora ,51300.0,Mesa Lateral Rodi Tortora,51300.0,active,True,✅ OK
mesa-clip-grafito-80,Mesa Clip 80 ,177700.0,Mesa Clip 80,177700.0,active,True,✅ OK
mesa-split-negra,Mesa Sprit Negra ,75560.0,Mesa Sprit Negra,75560.0,active,True,✅ OK
mesa-split-blanca,Mesa Sprit Blanca ,75560.0,Mesa Sprit Blanca,75560.0,active,True,✅ OK
silla-bora-roja-nardi,Silla Bora Roja Nardi,88800.0,Silla Bora Roja Nardi,88800.0,active,True,✅ OK
silla-bora-grafito-nardi,Silla Bora Grafito Nardi,88800.0,Silla Bora Grafito Nardi,88800.0,active,True,✅ OK
silla-bit-grafito-nardi,Silla Bit Grafito Nardi ,92200.0,Silla Bit Grafito Nardi,92200.0,active,True,✅ OK
silla-trill-grafito-apoyabrazos-nardi,Silla Trill Grafito con Apoyabrazos Nardi,95500.0,Silla Trill Grafito con Apoyabrazos Nardi,95500.0,active,True,✅ OK
silla-trill-agave-apoyabrazos-nardi,Silla Trill Agave con Apoyabrazos Nardi,95500.0,Silla Trill Agave con Apoyabrazos Nardi,95500.0,active,True,✅ OK
silla-costa-grafito,Silla Costa Grafito ,79990.0,Silla Costa Grafito,79990.0,active,True,✅ OK
reposera-atlantico-grafito,Reposera Atlántico Grafito ,313000.0,Reposera Atlántico Grafito,313000.0,active,True,✅ OK
silla-iso-revolution-polipropileno,Silla Iso Revolution Polipropileno,66000.0,Silla Iso Revolution Polipropileno,66000.0,active,True,✅ OK
escritorio-trabajo-individual-recto-base-melamina,Escritorio Individual Recto Base Melamina con cajonera incorporada,400000.0,,,,,❌ FALTANTE EN SHOPIFY
escritorio-trabajo-individual-recto-base-melamina,Escritorio Individual Recto Base Melamina,219000.0,,,,,❌ FALTANTE EN SHOPIFY
